Rank,Metric,Value,LogDir,Split_Ratio,P_th,R_St
4,W_P,0.8387,log/pimaindians_diabetes/6/infgain/minmax__mixup__SMOTE/sklearn_SVM,0.1,0.35,23
4,W_R,0.8182,log/pimaindians_diabetes/6/infgain/standard__mixup__SMOTE/DTmodel,0.1,0.35,23
4,W_F1,0.8165,log/pimaindians_diabetes/6/infgain/standard__mixup__SMOTE/DTmodel,0.1,0.35,23
4,Acc,0.8182,log/pimaindians_diabetes/6/infgain/standard__mixup__SMOTE/DTmodel,0.1,0.35,23
5,M_P,0.8571,log/pimaindians_diabetes/5/infgain/gaussian_noise__TomekLinks__standard/sklearn_SVM,0.1,0.5,23
5,M_R,0.7904,log/pimaindians_diabetes/4/infgain/mixup__noImbl__standard/XGBmodel,0.1,0.35,23
5,M_F1,0.7968,log/pimaindians_diabetes/6/infgain/standard__mixup__SMOTE/DTmodel,0.1,0.35,23
5,m_P,0.8182,log/pimaindians_diabetes/5/infgain/standard__noAug__RandomUnderSampler/DTmodel,0.1,0.5,23
5,m_R,0.8182,log/pimaindians_diabetes/5/infgain/standard__noAug__RandomUnderSampler/DTmodel,0.1,0.5,23
5,m_F1,0.8182,log/pimaindians_diabetes/5/infgain/standard__noAug__RandomUnderSampler/DTmodel,0.1,0.5,23
5,W_P,0.8314,log/pimaindians_diabetes/7/infgain/noAug__ADASYN__minmax/LogisticRegression,0.1,0.5,23
5,W_R,0.8182,log/pimaindians_diabetes/5/infgain/standard__noAug__RandomUnderSampler/DTmodel,0.1,0.5,23
5,W_F1,0.8165,log/pimaindians_diabetes/5/infgain/standard__noAug__RandomUnderSampler/DTmodel,0.1,0.35,23
5,Acc,0.8182,log/pimaindians_diabetes/5/infgain/standard__noAug__RandomUnderSampler/DTmodel,0.1,0.5,23
