Rank,Metric,Value,LogDir,Split_Ratio,P_th,R_St
2,W_R,0.8312,log/pimaindians_diabetes_v3/5/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,5012
2,W_F1,0.8304,log/pimaindians_diabetes_v3/5/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,5012
2,Acc,0.8312,log/pimaindians_diabetes_v3/5/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,5012
3,M_P,0.8080,log/pimaindians_diabetes_v3/5/infgain/standard__noAug__noImbl/random_forest,0.1,0.5,5012
3,M_R,0.8089,log/pimaindians_diabetes_v3/6/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,5012
3,M_F1,0.8036,log/pimaindians_diabetes_v3/6/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,5012
3,m_P,0.8182,log/pimaindians_diabetes_v3/6/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,5012
3,m_R,0.8182,log/pimaindians_diabetes_v3/6/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,5012
3,m_F1,0.8182,log/pimaindians_diabetes_v3/6/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,5012
3,W_P,0.8221,log/pimaindians_diabetes_v3/6/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,5012
3,W_R,0.8182,log/pimaindians_diabetes_v3/6/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,5012
3,W_F1,0.8196,log/pimaindians_diabetes_v3/6/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,5012
3,Acc,0.8182,log/pimaindians_diabetes_v3/6/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,5012
4,M_P,0.8080,log/pimaindians_diabetes_v3/5/infgain/noAug__noImbl__standard/random_forest,0.1,0.5,5012
4,M_R,0.8089,log/pimaindians_diabetes_v3/6/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,5012
4,M_F1,0.8036,log/pimaindians_diabetes_v3/6/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,5012
4,m_P,0.8182,log/pimaindians_diabetes_v3/5/infgain/noAug__noImbl__standard/random_forest,0.1,0.5,5012
4,m_R,0.8182,log/pimaindians_diabetes_v3/5/infgain/noAug__noImbl__standard/random_forest,0.1,0.5,5012
4,m_F1,0.8182,log/pimaindians_diabetes_v3/5/infgain/noAug__noImbl__standard/random_forest,0.1,0.5,5012
4,W_P,0.8221,log/pimaindians_diabetes_v3/6/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,5012
4,W_R,0.8182,log/pimaindians_diabetes_v3/5/infgain/noAug__noImbl__standard/random_forest,0.1,0.5,5012
4,W_F1,0.8196,log/pimaindians_diabetes_v3/6/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,5012
4,Acc,0.8182,log/pimaindians_diabetes_v3/5/infgain/noAug__noImbl__standard/random_forest,0.1,0.5,5012
5,M_P,0.8035,log/pimaindians_diabetes_v3/7/biMaxInfgain/standard__noAug__noImbl/sklearn_SVM,0.1,0.5,5012
5,M_R,0.7833,log/pimaindians_diabetes_v3/5/infgain/noAug__noImbl__standard/random_forest,0.1,0.5,5012
5,M_F1,0.7927,log/pimaindians_diabetes_v3/5/infgain/noAug__noImbl__standard/random_forest,0.1,0.5,5012
5,m_P,0.8182,log/pimaindians_diabetes_v3/5/infgain/standard__noAug__noImbl/random_forest,0.1,0.5,5012
5,m_R,0.8182,log/pimaindians_diabetes_v3/5/infgain/standard__noAug__noImbl/random_forest,0.1,0.5,5012
5,m_F1,0.8182,log/pimaindians_diabetes_v3/5/infgain/standard__noAug__noImbl/random_forest,0.1,0.5,5012
5,W_P,0.8155,log/pimaindians_diabetes_v3/5/infgain/standard__noAug__noImbl/random_forest,0.1,0.5,5012
5,W_R,0.8182,log/pimaindians_diabetes_v3/5/infgain/standard__noAug__noImbl/random_forest,0.1,0.5,5012
5,W_F1,0.8144,log/pimaindians_diabetes_v3/5/infgain/standard__noAug__noImbl/random_forest,0.1,0.5,5012
5,Acc,0.8182,log/pimaindians_diabetes_v3/5/infgain/standard__noAug__noImbl/random_forest,0.1,0.5,5012
