Rank,Metric,Value,LogDir,Split_Ratio,P_th,R_St
3,m_R,0.8117,log/pimaindians_diabetes_v5/5/infgain/standard__noAug__noImbl/LogisticRegression,0.2,0.5,126
3,m_F1,0.8117,log/pimaindians_diabetes_v5/5/infgain/standard__noAug__noImbl/LogisticRegression,0.2,0.5,126
3,W_P,0.8096,log/pimaindians_diabetes_v5/5/infgain/noAug__noImbl__standard/LogisticRegression,0.2,0.5,126
3,W_R,0.8117,log/pimaindians_diabetes_v5/5/infgain/standard__noAug__noImbl/LogisticRegression,0.2,0.5,126
3,W_F1,0.8059,log/pimaindians_diabetes_v5/8/noSelect/noAug__noImbl__minmax/XGBmodel,0.2,0.5,126
3,Acc,0.8117,log/pimaindians_diabetes_v5/5/infgain/standard__noAug__noImbl/LogisticRegression,0.2,0.5,126
4,M_P,0.8053,log/pimaindians_diabetes_v5/5/infgain/standard__noAug__noImbl/LogisticRegression,0.2,0.5,126
4,M_R,0.7698,log/pimaindians_diabetes_v5/5/infgain/noAug__noImbl__standard/LogisticRegression,0.2,0.5,126
4,M_F1,0.7818,log/pimaindians_diabetes_v5/8/noSelect/minmax__noAug__noImbl/XGBmodel,0.2,0.5,126
4,m_P,0.8117,log/pimaindians_diabetes_v5/8/noSelect/minmax__noAug__noImbl/XGBmodel,0.2,0.5,126
4,m_R,0.8117,log/pimaindians_diabetes_v5/8/noSelect/minmax__noAug__noImbl/XGBmodel,0.2,0.5,126
4,m_F1,0.8117,log/pimaindians_diabetes_v5/8/noSelect/minmax__noAug__noImbl/XGBmodel,0.2,0.5,126
4,W_P,0.8096,log/pimaindians_diabetes_v5/8/noSelect/minmax__noAug__noImbl/XGBmodel,0.2,0.5,126
4,W_R,0.8117,log/pimaindians_diabetes_v5/8/noSelect/minmax__noAug__noImbl/XGBmodel,0.2,0.5,126
4,W_F1,0.8059,log/pimaindians_diabetes_v5/8/noSelect/minmax__noAug__noImbl/XGBmodel,0.2,0.5,126
4,Acc,0.8117,log/pimaindians_diabetes_v5/8/noSelect/minmax__noAug__noImbl/XGBmodel,0.2,0.5,126
5,M_P,0.8053,log/pimaindians_diabetes_v5/5/infgain/noAug__noImbl__standard/LogisticRegression,0.2,0.5,126
5,M_R,0.7691,log/pimaindians_diabetes_v5/4/biMaxInfgain/standard__noAug__noImbl/sklearn_SVM,0.2,0.5,126
5,M_F1,0.7779,log/pimaindians_diabetes_v5/4/biMaxInfgain/standard__noAug__noImbl/sklearn_SVM,0.2,0.5,126
5,m_P,0.8052,log/pimaindians_diabetes_v5/5/infgain/minmax__noAug__noImbl/sklearn_SVM,0.2,0.5,126
5,m_R,0.8052,log/pimaindians_diabetes_v5/5/infgain/minmax__noAug__noImbl/sklearn_SVM,0.2,0.5,126
5,m_F1,0.8052,log/pimaindians_diabetes_v5/5/infgain/minmax__noAug__noImbl/sklearn_SVM,0.2,0.5,126
5,W_P,0.8067,log/pimaindians_diabetes_v5/5/infgain/minmax__noAug__noImbl/sklearn_SVM,0.2,0.5,126
5,W_R,0.8052,log/pimaindians_diabetes_v5/5/infgain/minmax__noAug__noImbl/sklearn_SVM,0.2,0.5,126
5,W_F1,0.8011,log/pimaindians_diabetes_v5/4/biMaxInfgain/standard__noAug__noImbl/sklearn_SVM,0.2,0.5,126
5,Acc,0.8052,log/pimaindians_diabetes_v5/5/infgain/minmax__noAug__noImbl/sklearn_SVM,0.2,0.5,126
