Part_Label,AugName:gaussian_noise,Model:DTmodel,ImblName:ADASYN,Prob_Threshold:0.35,FS_Method:biMaxInfgain,FS_Method:biMeanInfgain,FS_Method:infgain,FeatureNum:4.0,FeatureNum:6.0,FeatureNum:5.0,Model:GradientBoosting,Model:XGBmodel,Norm_Order:first,Scaler:standard,Split_Ratio:0.1,FS_Method:noSelect,FeatureNum:7.0,FeatureNum:8.0,Norm_Order:last,Scaler:minmax,Split_Ratio:0.2,ImblName:RandomUnderSampler,ImblName:SMOTE,Model:random_forest,ImblName:TomekLinks,ImblName:noImbl,Prob_Threshold:0.5,AugName:mixup,AugName:noAug,Model:sklearn_SVM,Model:LogisticRegression
FeatureNum:8.0,0.969161829016744,0.7149667430196625,0.9700616364915631,0.9720370239595358,0.9997905656909007,0.9997922179862119,0.9990554263914436,,,,0.9965055662227256,0.9981907600056449,0.9978771871161848,0.9994444133411913,0.9996727006850435,1.0,,,0.9988788763136787,0.9988326666662298,0.9993629568660443,0.9748522505946005,0.9858566802451243,0.991353270095752,0.8155546588450796,0.7324127867357892,0.8555053884600443,0.930326233511472,0.9664763146373914,0.9962910243053626,0.9854327587362404
Norm_Order:last,0.9768852339811785,0.6815785113181021,0.9804078290108651,0.981961797326088,0.9992370004315809,0.9994230269800397,0.9959147844064539,0.9967758766258686,0.9977914816843618,0.9994421613210204,0.9991934087852435,0.9996064314931105,,0.9998807193753008,0.999733397096775,0.9988788763136787,0.9992539965975901,0.9988788763136787,,0.9956157401634151,0.9966066560685293,0.9836059596513302,0.9919596084141022,0.996336927156839,0.7875704943979723,0.7007142527726686,0.8301688220834625,0.9145416321940408,0.9584143248746108,0.9920325674495079,0.9919658481185023
Scaler:minmax,0.9567453708436685,0.7469238790307768,0.9586554100838399,0.9611399480663053,0.9983822188134553,0.998158329189555,0.9996793781703229,0.9999027418922829,0.9993449483825357,0.9977843899942807,0.9920982354353594,0.995017971671195,0.999803625269511,,0.9975075280630457,0.9988326666662298,0.9983883610515039,0.9988326666662298,0.9956157401634151,,0.9998893835297079,0.966007397983746,0.9792926151484126,0.9847220588212683,0.8384227682673356,0.7567862608346536,0.8765373469134856,0.9466425219266488,0.9758658088219544,0.997111512481607,0.976480974255621
Split_Ratio:0.2,0.9606968392777723,0.7393640902303722,0.9612552208635639,0.9635787559814685,0.9988860829044586,0.9987197313506349,0.9998356979174015,0.9999571046288435,0.9997677318910457,0.9983041653066822,0.9932757363475475,0.9959204139158344,0.9995647369008299,0.9976444884091025,,0.9993629568660443,0.9990176436400978,0.9993629568660443,0.9966066560685293,0.9998893835297079,,0.9676620180543789,0.9805469621151531,0.9864355312482151,0.8342417487841459,0.752956897260015,0.8725081928232319,0.9422053325138906,0.9727897270827299,0.9974960712164836,0.978824315986662
ImblName:RandomUnderSampler,0.9713983869427015,0.5630167463239875,,0.9984397788448969,0.9782394280591264,0.9788797287704182,0.9646764647771788,0.9688819157199522,0.9702224425479469,0.980652334746986,0.9892823630265085,0.9854791803502811,0.9607392880820852,0.9807642689849719,0.9801491527563654,0.9748522505946005,0.97661118303192,0.9748522505946005,0.9836059596513302,0.966007397983746,0.9676620180543789,,,0.9939005734528908,,,0.7231173953474563,0.8563634321688476,0.9274533552816142,0.9535375943421729,0.9920328023449732
ImblName:SMOTE,0.9727122622461174,0.6084662053848934,,0.9957597690261496,0.9885282559618579,0.9889302011722048,0.9780263163566557,0.981461632159832,0.9823612252336712,0.9902621736362154,0.9958229482306,0.9935661671677906,0.975156739793227,0.9900102296675579,0.9897139573556188,0.9858566802451243,0.9871700063391011,0.9858566802451243,0.9919596084141022,0.9792926151484126,0.9805469621151531,,,0.9978156229362446,,,0.7619924348634467,0.8828792025352951,0.944860124671182,0.9684581150329445,0.9936468899482902
Model:random_forest,0.9821175440860337,,0.9928818037323992,0.9937036905354577,0.993024227564572,0.9934168283463825,0.9847294094764208,0.9867942069599956,0.988721177517792,0.9940544909319566,,,0.9813551953160333,0.995051251154654,0.9943163463623884,0.991353270095752,0.9925449094192232,0.991353270095752,0.996336927156839,0.9847220588212683,0.9864355312482151,0.9939005734528908,0.9978156229362446,,0.7345931081458131,0.6401358960324485,0.781906934779752,0.8855185449417602,0.9423976345029285,,
ImblName:TomekLinks,0.6956299096466034,0.967760059158629,,0.6568828675506853,0.8075649525662596,0.8054370912012077,0.8395017282471682,0.8318483100871541,0.82673174163038,0.8008763524319056,0.765915490249178,0.7825944718009614,0.8489722686306633,0.79676308240954,0.8006078065262332,0.8155546588450796,0.8105454950240951,0.8155546588450796,0.7875704943979723,0.8384227682673356,0.8342417487841459,,,0.7345931081458131,,,0.9968491067747887,0.9233802670525959,0.8570264420411544,0.8543232681907481,0.7127762851000061
ImblName:noImbl,0.6183481343430648,0.9498239762805725,,0.5542193503129135,0.7216903987093635,0.7196040105395786,0.7605725813205261,0.7496956825519637,0.745791835650099,0.7135126805182405,0.6745210844850936,0.6928936359352273,0.7693878329494279,0.7114758473744613,0.7148640440103652,0.7324127867357892,0.7266388775474149,0.7324127867357892,0.7007142527726686,0.7567862608346536,0.752956897260015,,,0.6401358960324485,,,0.9715624641951441,0.8493055289533215,0.7647162840006304,0.7828274104329466,0.6222718084051844
Prob_Threshold:0.5,0.7390091760875945,0.9616760724478074,0.7041847413264732,,0.8487364262228884,0.8467389983486714,0.8767945589266154,0.8705482009440023,0.8653566625735809,0.8428811012447618,0.8108735867942625,0.8261694021149587,0.885789445175877,0.8383826191938171,0.8421720162340343,0.8555053884600443,0.8509862853690009,0.8555053884600443,0.8301688220834625,0.8765373469134856,0.8725081928232319,0.7231173953474563,0.7619924348634467,0.781906934779752,0.9968491067747887,0.9715624641951441,,0.9498164227676025,0.8950417407786184,0.8884437366669169,0.7601731876533769
AugName:mixup,,0.903136971348398,0.8311180708218697,0.8367180204788534,0.9295579195838689,0.9276632666560832,0.94146364118985,0.9421818472192325,0.9349328538549547,0.9272028217891577,0.905892962045946,0.9164725154577513,0.951014112202236,0.9188986754996816,0.923308020093064,0.930326233511472,0.9276856272212809,0.930326233511472,0.9145416321940408,0.9466425219266488,0.9422053325138906,0.8563634321688476,0.8828792025352951,0.8855185449417602,0.9233802670525959,0.8493055289533215,0.9498164227676025,,,0.9373131674622542,0.858145268438855
AugName:noAug,,0.8181494860577018,0.9063641988105674,0.9107484638344773,0.9678648017437981,0.966604680678195,0.9705481261659487,0.9734742834374693,0.9678385101810595,0.967349532011689,0.9552054645240046,0.9614341910803038,0.9769554510382594,0.9602905095752937,0.9636419366266684,0.9664763146373914,0.9652422416524858,0.9664763146373914,0.9584143248746108,0.9758658088219544,0.9727897270827299,0.9274533552816142,0.944860124671182,0.9423976345029285,0.8570264420411544,0.7647162840006304,0.8950417407786184,,,0.9616478103160159,0.920142272895933
Model:sklearn_SVM,0.9617459225528995,,0.9492966452925667,0.9516008987877187,0.9944249540354123,0.9943562694116407,0.9985781639476152,0.9971064677981147,0.9976349641259912,0.9931945192544955,,,0.9975985135371503,0.9937401191418721,0.9940358148618329,0.9962910243053626,0.9955959024416219,0.9962910243053626,0.9920325674495079,0.997111512481607,0.9974960712164836,0.9535375943421729,0.9684581150329445,,0.8543232681907481,0.7828274104329466,0.8884437366669169,0.9373131674622542,0.9616478103160159,,
Model:LogisticRegression,0.9917904620140515,,0.9944660541190008,0.9949039301747026,0.9863575675390596,0.987227322874322,0.9780267295015105,0.9793726236297423,0.9823130398684883,0.9876556891680843,,,0.9724810999756182,0.9902105350363375,0.9889313422875524,0.9854327587362404,0.9866609474734648,0.9854327587362404,0.9919658481185023,0.976480974255621,0.978824315986662,0.9920328023449732,0.9936468899482902,,0.7127762851000061,0.6222718084051844,0.7601731876533769,0.858145268438855,0.920142272895933,,
