Rank,Metric,Value,LogDir,Split_Ratio,P_th,R_St
4,M_R,0.7674,log/pimaindians_diabetes_v2/5/infgain/standard__noAug__noImbl/GradientBoosting,0.1,0.35,23
4,M_F1,0.7755,log/pimaindians_diabetes_v2/4/infgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,23
4,m_P,0.7922,log/pimaindians_diabetes_v2/4/infgain/minmax__noAug__noImbl/sklearn_SVM,0.1,0.35,23
4,m_R,0.7922,log/pimaindians_diabetes_v2/4/infgain/minmax__noAug__noImbl/sklearn_SVM,0.1,0.35,23
4,m_F1,0.7922,log/pimaindians_diabetes_v2/4/infgain/minmax__noAug__noImbl/sklearn_SVM,0.1,0.35,23
4,W_P,0.8022,log/pimaindians_diabetes_v2/4/infgain/noAug__noImbl__minmax/sklearn_SVM,0.1,0.35,23
4,W_R,0.7922,log/pimaindians_diabetes_v2/4/infgain/minmax__noAug__noImbl/sklearn_SVM,0.1,0.35,23
4,W_F1,0.7950,log/pimaindians_diabetes_v2/4/infgain/noAug__noImbl__minmax/sklearn_SVM,0.1,0.35,23
4,Acc,0.7922,log/pimaindians_diabetes_v2/4/infgain/minmax__noAug__noImbl/sklearn_SVM,0.1,0.35,23
5,M_P,0.7787,log/pimaindians_diabetes_v2/4/infgain/minmax__noAug__noImbl/sklearn_SVM,0.1,0.5,23
5,M_R,0.7648,log/pimaindians_diabetes_v2/4/infgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,23
5,M_F1,0.7532,log/pimaindians_diabetes_v2/4/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.2,0.5,23
5,m_P,0.7922,log/pimaindians_diabetes_v2/4/infgain/noAug__noImbl__minmax/sklearn_SVM,0.1,0.5,23
5,m_R,0.7922,log/pimaindians_diabetes_v2/4/infgain/noAug__noImbl__minmax/sklearn_SVM,0.1,0.5,23
5,m_F1,0.7922,log/pimaindians_diabetes_v2/4/infgain/noAug__noImbl__minmax/sklearn_SVM,0.1,0.5,23
5,W_P,0.7974,log/pimaindians_diabetes_v2/4/infgain/noAug__noImbl__minmax/sklearn_SVM,0.1,0.5,23
5,W_R,0.7922,log/pimaindians_diabetes_v2/4/infgain/noAug__noImbl__minmax/sklearn_SVM,0.1,0.5,23
5,W_F1,0.7791,log/pimaindians_diabetes_v2/4/infgain/noAug__noImbl__standard/LogisticRegression,0.2,0.5,23
5,Acc,0.7922,log/pimaindians_diabetes_v2/4/infgain/noAug__noImbl__minmax/sklearn_SVM,0.1,0.5,23
