Rank,Metric,Value,LogDir,Split_Ratio,P_th,R_St
4,m_R,0.7969,log/pimaindians_diabetes_v6/8/noSelect/standard__noAug__noImbl/LogisticRegression,0.25,0.5,23
4,m_F1,0.7969,log/pimaindians_diabetes_v6/8/noSelect/standard__noAug__noImbl/LogisticRegression,0.25,0.5,23
4,W_P,0.8022,log/pimaindians_diabetes_v6/4/infgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,23
4,W_R,0.7969,log/pimaindians_diabetes_v6/8/noSelect/noAug__noImbl__standard/LogisticRegression,0.25,0.5,23
4,W_F1,0.7898,log/pimaindians_diabetes_v6/4/infgain/noAug__noImbl__standard/LogisticRegression,0.25,0.5,23
4,Acc,0.7969,log/pimaindians_diabetes_v6/8/noSelect/standard__noAug__noImbl/LogisticRegression,0.25,0.5,23
5,M_P,0.7994,log/pimaindians_diabetes_v6/8/noSelect/standard__noAug__noImbl/LogisticRegression,0.25,0.5,23
5,M_R,0.7633,log/pimaindians_diabetes_v6/8/noSelect/noAug__noImbl__minmax/LogisticRegression,0.25,0.5,23
5,M_F1,0.7642,log/pimaindians_diabetes_v6/8/noSelect/noAug__noImbl__minmax/LogisticRegression,0.25,0.5,23
5,m_P,0.7969,log/pimaindians_diabetes_v6/8/noSelect/noAug__noImbl__standard/LogisticRegression,0.25,0.5,23
5,m_R,0.7969,log/pimaindians_diabetes_v6/8/noSelect/noAug__noImbl__standard/LogisticRegression,0.25,0.5,23
5,m_F1,0.7969,log/pimaindians_diabetes_v6/8/noSelect/noAug__noImbl__standard/LogisticRegression,0.25,0.5,23
5,W_P,0.7979,log/pimaindians_diabetes_v6/8/noSelect/standard__noAug__noImbl/LogisticRegression,0.25,0.5,23
5,W_R,0.7969,log/pimaindians_diabetes_v6/8/noSelect/standard__noAug__noImbl/LogisticRegression,0.25,0.5,23
5,W_F1,0.7880,log/pimaindians_diabetes_v6/7/infgain/standard__noAug__noImbl/LogisticRegression,0.3,0.5,23
5,Acc,0.7969,log/pimaindians_diabetes_v6/8/noSelect/noAug__noImbl__standard/LogisticRegression,0.25,0.5,23
